Date,Close,High,Low,Open,Volume,CPI,GDP,WPI,REPO_RATE
2024-05-13,851.6176147460938,853.4978079896057,821.3370210218814,839.0006906279865,1735081,313.175,29147.044,255.313,6.5
2024-05-14,872.299560546875,875.7135640999943,852.2114488838987,855.1306710640476,2706050,313.175,29147.044,255.313,6.5
2024-05-15,861.859619140625,874.2786185640919,854.3884330650025,872.7942745597385,2194086,313.175,29147.044,255.313,6.5
2024-05-16,877.1484375,879.1770290387753,855.4275232624011,863.6903479878514,3282175,313.175,29147.044,255.313,6.5
2024-05-17,897.9786987304688,905.4004191006064,869.5287706449413,878.731691824289,4635724,313.175,29147.044,255.313,6.5
2024-05-21,913.8117065429688,919.2543015070148,881.5024595517034,882.6899468962092,5938708,313.175,29147.044,255.313,6.5
2024-05-22,906.2415161132812,917.6214872578744,896.5932797080827,915.3455051085788,2938404,313.175,29147.044,255.313,6.5
2024-05-23,907.4290161132812,911.2388084339,881.4035286031777,902.481202503067,3800388,313.175,29147.044,255.313,6.5
2024-05-24,899.1661376953125,915.3454630725392,896.5932385332146,905.449836444728,2113036,313.175,29147.044,255.313,6.5
2024-05-27,892.5361328125,909.5566241610468,890.7054054894724,900.9968822299286,1893682,313.175,29147.044,255.313,6.5
2024-05-28,897.8796997070312,906.290982732174,891.7939252865319,896.3953556437708,1931419,313.175,29147.044,255.313,6.5
2024-05-29,892.4866333007812,900.5020671014494,887.0935044456605,890.2105907467583,1740879,313.175,29147.044,255.313,6.5
2024-05-30,874.4766235351562,891.3981225804918,864.1356806082878,890.6064844517138,3993159,313.175,29147.044,255.313,6.5
2024-05-31,871.3594360351562,886.1039446381137,867.8465004788613,882.6899411940072,5249761,313.175,29147.044,255.313,6.5
2024-06-03,905.7467041015624,908.1216786801616,888.4293572937719,902.481159354573,2541803,313.044,29147.044,255.914,6.5
2024-06-04,833.0633544921875,904.4603291410708,815.2017594153594,904.4603291410708,4022430,313.044,29147.044,255.914,6.5
2024-06-05,869.23193359375,872.4974785509366,820.4959687262076,848.0552668321601,1969854,313.044,29147.044,255.914,6.5
2024-06-06,878.83056640625,883.5805154506868,868.3412264623594,874.7733836954139,3095781,313.044,29147.044,255.914,6.5
2024-06-07,902.629638671875,905.8457174387072,867.9454178064698,878.8306074788252,3609817,313.044,29147.044,255.914,6.5
2024-06-10,906.3405151367188,910.3976981103558,891.348615840112,897.5333828109704,1765715,313.044,29147.044,255.914,6.5
2024-06-11,900.6010131835938,909.2102209833386,895.6037334946406,906.3899913722,2003998,313.044,29147.044,255.914,6.5
2024-06-12,907.330078125,914.6528059818302,898.572411852761,900.551537284031,1782777,313.044,29147.044,255.914,6.5
2024-06-13,906.1920166015624,915.3949373686718,898.5723719499149,907.9732173309848,1788757,313.044,29147.044,255.914,6.5
2024-06-14,911.5357666015624,913.8612149437964,894.1688917294529,904.4603686612128,2625892,313.044,29147.044,255.914,6.5
2024-06-18,915.6918334960938,917.7699514349424,904.7571775829664,911.5357184146262,2395045,313.044,29147.044,255.914,6.5
2024-06-19,905.400390625,927.1213036380846,903.7675880356768,919.3037342681628,1793533,313.044,29147.044,255.914,6.5
2024-06-20,919.9469604492188,928.209784585592,901.7884492133944,905.4003771186282,3120339,313.044,29147.044,255.914,6.5
2024-06-21,927.121337890625,934.1472090537108,913.514850470616,919.3037682318828,4299319,313.044,29147.044,255.914,6.5
2024-06-24,925.5874633789062,931.8217568157928,912.3768252634592,926.230703304336,1857847,313.044,29147.044,255.914,6.5
2024-06-25,920.1943969726562,930.188956279821,918.2647375901124,927.1213360087826,1733931,313.044,29147.044,255.914,6.5
2024-06-26,909.6060791015624,922.7177853548704,908.517523852984,921.1839751935408,1341496,313.044,29147.044,255.914,6.5
2024-06-27,933.3060913085938,935.730471622362,905.746733678526,906.6373642741124,4700053,313.044,29147.044,255.914,6.5
2024-06-28,921.7776489257812,939.4908452973416,919.0563515188612,933.3060784634328,2402672,313.044,29147.044,255.914,6.5
2024-07-01,934.0482177734376,937.6106191857696,921.8765487520618,925.2410859511286,2562034,313.569,29511.664,257.321,6.5
